OrderID;OrderDate;ProductName;ProductBrand;ProductSubcategory;ProductCategory;DeliveryType;PaymentType;ClientGender;Sales;ClientStatus;ShopName;ShopAddress;ShopAddressCoord
2017-613490;16.01.2019;Весы напольные;Разумный дом;Техника для красоты и здоровья;Техника для дома;Самовывоз;Наличные;Мужчина;885;Серебряный;Гамма;город Москва, Лазоревый проезд, дом 15, строение 4;[55.8538123,37.631289912]
2017-613779;21.05.2019;Набор тарелок на 4 персоны, керамические;Хлеб-соль;Кухонные товары;Бытовые товары;Самовывоз;Банковская карта;Мужчина;2584;Серебряный;Дельта;город Москва, микрорайон Северное Чертаново, дом 5, корпус Г;[55.63799676,37.590931324]
2017-613779;21.05.2019;Электрический чайник;Разумный дом;Кухонная;Техника для дома;Самовывоз;Банковская карта;Мужчина;1258;Серебряный;Дельта;город Москва, микрорайон Северное Чертаново, дом 5, корпус Г;[55.63799676,37.590931324]
2017-613789;02.01.2019;Порошок для стирки вещей органический;Чистый дом;Моющие средства;Бытовая химия;Самовывоз;Банковская карта;Женщина;654;Базовый;Сигма;город Москва, улица Демьяна Бедного, дом 8;[55.772185093,37.488024823]
2017-614030;18.02.2019;Выпрямитель для волос;TechBeauty;Техника для красоты и здоровья;Техника для дома;Доставка;Наличные;Мужчина;873;Золотой;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-614199;21.09.2019;Миксер многофункциональный;Kitchen&Food;Кухонная;Техника для дома;Самовывоз;Банковская карта;Женщина;1030;Базовый;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-614199;21.09.2019;Электрический чайник;Разумный дом;Кухонная;Техника для дома;Самовывоз;Банковская карта;Женщина;1269;Базовый;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-614220;14.06.2019;Электрический чайник;Разумный дом;Кухонная;Техника для дома;Самовывоз;Наличные;Мужчина;1255;Базовый;Тау;город Москва, Флотская улица, дом 25;[55.86161123,37.51313997]
2017-614377;19.04.2019;Средство для мытья посуды с ароматом лимона;Мойдодыр;Моющие средства;Бытовая химия;Доставка;Наличные;Женщина;357;Золотой;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-614377;19.04.2019;Средство для мытья посуды с ароматом лимона;Мойдодыр;Моющие средства;Бытовая химия;Доставка;Наличные;Женщина;362;Золотой;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-614377;19.04.2019;Порошок для чистки ковриков;Городской драйв;Чистящие средства;Бытовая химия;Доставка;Наличные;Женщина;443;Золотой;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-614377;19.04.2019;Прикроватный коврик;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Доставка;Наличные;Женщина;881;Золотой;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-614391;05.07.2019;Гель для стирки цветных вещей;Чистый дом;Моющие средства;Бытовая химия;Самовывоз;Банковская карта;Женщина;488;Базовый;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-614391;05.07.2019;Порошок для чистки плиты;БиоДом;Чистящие средства;Бытовая химия;Самовывоз;Банковская карта;Женщина;206;Базовый;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-614566;02.09.2019;Средство для мытья посуды с ароматом лимона;Мойдодыр;Моющие средства;Бытовая химия;Самовывоз;Наличные;Мужчина;357;Золотой;Тау;город Москва, Флотская улица, дом 25;[55.86161123,37.51313997]
2017-614621;03.10.2019;Порошок для чистки плиты;БиоДом;Чистящие средства;Бытовая химия;Самовывоз;Банковская карта;Женщина;206;Базовый;Эпсилон;город Москва, Ореховый проезд, дом 17, корпус 2;[55.623839092,37.734113107]
2017-614621;03.10.2019;Зубная паста для чувствительных десен;Кедровый лес;Косметика и здоровье;Бытовые товары;Самовывоз;Банковская карта;Женщина;110;Базовый;Эпсилон;город Москва, Ореховый проезд, дом 17, корпус 2;[55.623839092,37.734113107]
2017-614962;14.10.2019;"Чистящее средство для автомобиля ""Скорость""";Городской драйв;Чистящие средства;Бытовая химия;Самовывоз;Наличные;Мужчина;645;Серебряный;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-615006;11.11.2019;"Чистящее средство для автомобиля ""Скорость""";Городской драйв;Чистящие средства;Бытовая химия;Доставка;Банковская карта;Мужчина;636;Базовый;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-615006;11.11.2019;Магниты на холодильник, 5 шт.;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Доставка;Банковская карта;Мужчина;271;Базовый;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-615006;11.11.2019;Миксер многофункциональный;Kitchen&Food;Кухонная;Техника для дома;Доставка;Банковская карта;Мужчина;1044;Базовый;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-615320;29.04.2019;Блендер;Kitchen&Food;Кухонная;Техника для дома;Доставка;Наличные;Женщина;1465;Базовый;Каппа;город Москва, улица Стромынка, дом 6;[55.7912397,37.687272174]
2017-615320;29.04.2019;Тостер;Разумный дом;Кухонная;Техника для дома;Доставка;Наличные;Женщина;1054;Базовый;Каппа;город Москва, улица Стромынка, дом 6;[55.7912397,37.687272174]
2017-615320;29.04.2019;Увлажнитель воздуха;Фабрика комфорта;Техника для красоты и здоровья;Техника для дома;Доставка;Наличные;Женщина;5719;Базовый;Каппа;город Москва, улица Стромынка, дом 6;[55.7912397,37.687272174]
2017-615443;12.07.2019;Порошок для стирки вещей органический;Чистый дом;Моющие средства;Бытовая химия;Самовывоз;Банковская карта;Мужчина;653;Серебряный;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-615746;25.03.2019;Порошок для стирки вещей органический;Чистый дом;Моющие средства;Бытовая химия;Самовывоз;Наличные;Мужчина;649;Серебряный;Гамма;город Москва, Лазоревый проезд, дом 15, строение 4;[55.8538123,37.631289912]
2017-615746;25.03.2019;Зубной порошок;Кедровый лес;Косметика и здоровье;Бытовые товары;Самовывоз;Наличные;Мужчина;64;Серебряный;Гамма;город Москва, Лазоревый проезд, дом 15, строение 4;[55.8538123,37.631289912]
2017-615746;25.03.2019;Электрический чайник;Разумный дом;Кухонная;Техника для дома;Самовывоз;Наличные;Мужчина;1265;Серебряный;Гамма;город Москва, Лазоревый проезд, дом 15, строение 4;[55.8538123,37.631289912]
2017-615746;25.03.2019;Электрический чайник;Разумный дом;Кухонная;Техника для дома;Самовывоз;Наличные;Мужчина;1271;Серебряный;Гамма;город Москва, Лазоревый проезд, дом 15, строение 4;[55.8538123,37.631289912]
2017-615746;25.03.2019;Выпрямитель для волос;TechBeauty;Техника для красоты и здоровья;Техника для дома;Самовывоз;Наличные;Мужчина;864;Серебряный;Гамма;город Москва, Лазоревый проезд, дом 15, строение 4;[55.8538123,37.631289912]
2017-616632;20.11.2019;Электрический чайник;Разумный дом;Кухонная;Техника для дома;Доставка;Наличные;Женщина;1268;Серебряный;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-616695;09.09.2019;Порошок для стирки вещей органический;Чистый дом;Моющие средства;Бытовая химия;Самовывоз;Наличные;Мужчина;656;Базовый;Тау;город Москва, Флотская улица, дом 25;[55.86161123,37.51313997]
2017-616695;09.09.2019;Зубная паста для чувствительных десен;Кедровый лес;Косметика и здоровье;Бытовые товары;Самовывоз;Наличные;Мужчина;110;Базовый;Тау;город Москва, Флотская улица, дом 25;[55.86161123,37.51313997]
2017-616695;09.09.2019;Миксер многофункциональный;Kitchen&Food;Кухонная;Техника для дома;Самовывоз;Наличные;Мужчина;1043;Базовый;Тау;город Москва, Флотская улица, дом 25;[55.86161123,37.51313997]
2017-616920;17.02.2019;Порошок для чистки ковриков;Городской драйв;Чистящие средства;Бытовая химия;Самовывоз;Наличные;Женщина;446;Базовый;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-617321;15.08.2019;Порошок для стирки вещей органический;Чистый дом;Моющие средства;Бытовая химия;Самовывоз;Банковская карта;Мужчина;650;Базовый;Дельта;город Москва, микрорайон Северное Чертаново, дом 5, корпус Г;[55.63799676,37.590931324]
2017-617321;15.08.2019;Раствор для мытья полов;БиоДом;Моющие средства;Бытовая химия;Самовывоз;Банковская карта;Мужчина;141;Базовый;Дельта;город Москва, микрорайон Северное Чертаново, дом 5, корпус Г;[55.63799676,37.590931324]
2017-617321;15.08.2019;Тостер;Разумный дом;Кухонная;Техника для дома;Самовывоз;Банковская карта;Мужчина;1052;Базовый;Дельта;город Москва, микрорайон Северное Чертаново, дом 5, корпус Г;[55.63799676,37.590931324]
2017-617321;15.08.2019;Весы напольные;Разумный дом;Техника для красоты и здоровья;Техника для дома;Самовывоз;Банковская карта;Мужчина;883;Базовый;Дельта;город Москва, микрорайон Северное Чертаново, дом 5, корпус Г;[55.63799676,37.590931324]
2017-617370;19.03.2019;Раствор для мытья полов;БиоДом;Моющие средства;Бытовая химия;Доставка;Наличные;Мужчина;140;Базовый;Эпсилон;город Москва, Ореховый проезд, дом 17, корпус 2;[55.623839092,37.734113107]
2017-617489;25.11.2019;Зубная паста для чувствительных десен;Кедровый лес;Косметика и здоровье;Бытовые товары;Самовывоз;Наличные;Женщина;109;Серебряный;Каппа;город Москва, улица Стромынка, дом 6;[55.7912397,37.687272174]
2017-617489;25.11.2019;Столовые приборы на 4 персоны;Хлеб-соль;Кухонные товары;Бытовые товары;Самовывоз;Наличные;Женщина;3713;Серебряный;Каппа;город Москва, улица Стромынка, дом 6;[55.7912397,37.687272174]
2017-617692;24.05.2019;Блендер;Kitchen&Food;Кухонная;Техника для дома;Доставка;Банковская карта;Женщина;1476;Золотой;Тау;город Москва, Флотская улица, дом 25;[55.86161123,37.51313997]
2017-617692;24.05.2019;Мультиварка с 40 режимами готовки еды;Разумный дом;Кухонная;Техника для дома;Доставка;Банковская карта;Женщина;3405;Золотой;Тау;город Москва, Флотская улица, дом 25;[55.86161123,37.51313997]
2017-617692;24.05.2019;Электрический чайник;Разумный дом;Кухонная;Техника для дома;Доставка;Банковская карта;Женщина;1265;Золотой;Тау;город Москва, Флотская улица, дом 25;[55.86161123,37.51313997]
2017-617744;11.07.2019;Порошок для чистки плиты;БиоДом;Чистящие средства;Бытовая химия;Самовывоз;Банковская карта;Мужчина;204;Серебряный;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-617792;12.04.2019;Порошок для чистки плиты;БиоДом;Чистящие средства;Бытовая химия;Доставка;Наличные;Женщина;205;Серебряный;Каппа;город Москва, улица Стромынка, дом 6;[55.7912397,37.687272174]
2017-617792;12.04.2019;"Универсальное чистящее средство ""Мойдодыр""";Мойдодыр;Чистящие средства;Бытовая химия;Доставка;Наличные;Женщина;303;Серебряный;Каппа;город Москва, улица Стромынка, дом 6;[55.7912397,37.687272174]
2017-617792;12.04.2019;Лава-лампа;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Доставка;Наличные;Женщина;2148;Серебряный;Каппа;город Москва, улица Стромынка, дом 6;[55.7912397,37.687272174]
2017-617792;12.04.2019;Лава-лампа;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Доставка;Наличные;Женщина;2151;Серебряный;Каппа;город Москва, улица Стромынка, дом 6;[55.7912397,37.687272174]
2017-617828;24.06.2019;Мультиварка с 40 режимами готовки еды;Разумный дом;Кухонная;Техника для дома;Самовывоз;Банковская карта;Мужчина;3395;Базовый;Дельта;город Москва, микрорайон Северное Чертаново, дом 5, корпус Г;[55.63799676,37.590931324]
2017-618189;16.10.2019;Порошок для чистки ковриков;Городской драйв;Чистящие средства;Бытовая химия;Самовывоз;Банковская карта;Мужчина;440;Золотой;Дельта;город Москва, микрорайон Северное Чертаново, дом 5, корпус Г;[55.63799676,37.590931324]
2017-618189;16.10.2019;Лава-лампа;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Самовывоз;Банковская карта;Мужчина;2132;Золотой;Дельта;город Москва, микрорайон Северное Чертаново, дом 5, корпус Г;[55.63799676,37.590931324]
2017-618189;16.10.2019;Лава-лампа;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Самовывоз;Банковская карта;Мужчина;2134;Золотой;Дельта;город Москва, микрорайон Северное Чертаново, дом 5, корпус Г;[55.63799676,37.590931324]
2017-618189;16.10.2019;Зубная щетка электрическая;Разумный дом;Техника для красоты и здоровья;Техника для дома;Самовывоз;Банковская карта;Мужчина;764;Золотой;Дельта;город Москва, микрорайон Северное Чертаново, дом 5, корпус Г;[55.63799676,37.590931324]
2017-618363;10.02.2019;Фен портативный;TechBeauty;Техника для красоты и здоровья;Техника для дома;Самовывоз;Банковская карта;Женщина;531;Серебряный;Йота;город Москва, улица Газопровод, дом 9А;[55.591001279,37.606876613]
2017-618363;10.02.2019;Выпрямитель для волос;TechBeauty;Техника для красоты и здоровья;Техника для дома;Самовывоз;Банковская карта;Женщина;867;Серебряный;Йота;город Москва, улица Газопровод, дом 9А;[55.591001279,37.606876613]
2017-618668;05.11.2019;Порошок для стирки вещей органический;Чистый дом;Моющие средства;Бытовая химия;Самовывоз;Банковская карта;Мужчина;652;Базовый;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-618668;05.11.2019;Средство для мытья посуды с ароматом лимона;Мойдодыр;Моющие средства;Бытовая химия;Самовывоз;Банковская карта;Мужчина;359;Базовый;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-618668;05.11.2019;Порошок для чистки плиты;БиоДом;Чистящие средства;Бытовая химия;Самовывоз;Банковская карта;Мужчина;204;Базовый;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-618668;05.11.2019;Выпрямитель для волос;TechBeauty;Техника для красоты и здоровья;Техника для дома;Самовывоз;Банковская карта;Мужчина;863;Базовый;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-618847;08.03.2019;Средство для мытья посуды с ароматом лимона;Мойдодыр;Моющие средства;Бытовая химия;Доставка;Наличные;Мужчина;361;Базовый;Тау;город Москва, Флотская улица, дом 25;[55.86161123,37.51313997]
2017-618847;08.03.2019;"Универсальное чистящее средство ""Мойдодыр""";Мойдодыр;Чистящие средства;Бытовая химия;Доставка;Наличные;Мужчина;303;Базовый;Тау;город Москва, Флотская улица, дом 25;[55.86161123,37.51313997]
2017-618847;08.03.2019;"Универсальное чистящее средство ""Мойдодыр""";Мойдодыр;Чистящие средства;Бытовая химия;Доставка;Наличные;Мужчина;304;Базовый;Тау;город Москва, Флотская улица, дом 25;[55.86161123,37.51313997]
2017-618847;08.03.2019;"Средство для чистки ванны ""Белее белого""";БиоДом;Чистящие средства;Бытовая химия;Доставка;Наличные;Мужчина;153;Базовый;Тау;город Москва, Флотская улица, дом 25;[55.86161123,37.51313997]
2017-618847;08.03.2019;Зубная щетка электрическая;Разумный дом;Техника для красоты и здоровья;Техника для дома;Доставка;Наличные;Мужчина;761;Базовый;Тау;город Москва, Флотская улица, дом 25;[55.86161123,37.51313997]
2017-619556;12.08.2019;Гель для стирки цветных вещей;Чистый дом;Моющие средства;Бытовая химия;Самовывоз;Банковская карта;Мужчина;487;Базовый;Дельта;город Москва, микрорайон Северное Чертаново, дом 5, корпус Г;[55.63799676,37.590931324]
2017-619556;12.08.2019;Миксер многофункциональный;Kitchen&Food;Кухонная;Техника для дома;Самовывоз;Банковская карта;Мужчина;1045;Базовый;Дельта;город Москва, микрорайон Северное Чертаново, дом 5, корпус Г;[55.63799676,37.590931324]
2017-619683;24.08.2019;Гель для стирки белых вещей;Чистый дом;Моющие средства;Бытовая химия;Самовывоз;Наличные;Мужчина;500;Базовый;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-620361;23.07.2019;"Универсальное чистящее средство ""Мойдодыр""";Мойдодыр;Чистящие средства;Бытовая химия;Доставка;Наличные;Мужчина;304;Базовый;Эпсилон;город Москва, Ореховый проезд, дом 17, корпус 2;[55.623839092,37.734113107]
2017-620361;23.07.2019;Зубная паста отбеливающая;Кедровый лес;Косметика и здоровье;Бытовые товары;Доставка;Наличные;Мужчина;85;Базовый;Эпсилон;город Москва, Ореховый проезд, дом 17, корпус 2;[55.623839092,37.734113107]
2017-620361;23.07.2019;Электрический чайник;Разумный дом;Кухонная;Техника для дома;Доставка;Наличные;Мужчина;1251;Базовый;Эпсилон;город Москва, Ореховый проезд, дом 17, корпус 2;[55.623839092,37.734113107]
2017-620487;13.03.2019;Прикроватный коврик;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Доставка;Наличные;Мужчина;894;Серебряный;Омега;город Москва, улица Новаторов, дом 4, корпус 8;[55.665135883,37.516913389]
2017-620487;13.03.2019;Выпрямитель для волос;TechBeauty;Техника для красоты и здоровья;Техника для дома;Доставка;Наличные;Мужчина;868;Серебряный;Омега;город Москва, улица Новаторов, дом 4, корпус 8;[55.665135883,37.516913389]
2017-620924;18.07.2019;Порошок для стирки вещей органический;Чистый дом;Моющие средства;Бытовая химия;Доставка;Наличные;Мужчина;650;Базовый;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-620924;18.07.2019;Весы напольные;Разумный дом;Техника для красоты и здоровья;Техника для дома;Доставка;Наличные;Мужчина;885;Базовый;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-621192;15.07.2019;"Универсальное чистящее средство ""Мойдодыр""";Мойдодыр;Чистящие средства;Бытовая химия;Доставка;Наличные;Мужчина;304;Серебряный;Альфа;город Москва, Гвардейская улица, дом 15, корпус 2;[55.724743484,37.422065222]
2017-621192;15.07.2019;Набор тарелок на 4 персоны, керамические;Хлеб-соль;Кухонные товары;Бытовые товары;Доставка;Наличные;Мужчина;2545;Серебряный;Альфа;город Москва, Гвардейская улица, дом 15, корпус 2;[55.724743484,37.422065222]
2017-621192;15.07.2019;Прикроватный коврик;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Доставка;Наличные;Мужчина;890;Серебряный;Альфа;город Москва, Гвардейская улица, дом 15, корпус 2;[55.724743484,37.422065222]
2017-621192;15.07.2019;Мультиварка с 40 режимами готовки еды;Разумный дом;Кухонная;Техника для дома;Доставка;Наличные;Мужчина;3406;Серебряный;Альфа;город Москва, Гвардейская улица, дом 15, корпус 2;[55.724743484,37.422065222]
2017-621311;30.08.2019;"Чистящее средство для автомобиля ""Скорость""";Городской драйв;Чистящие средства;Бытовая химия;Самовывоз;Наличные;Мужчина;643;Базовый;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-621311;30.08.2019;Набор тарелок на 4 персоны, керамические;Хлеб-соль;Кухонные товары;Бытовые товары;Самовывоз;Наличные;Мужчина;2542;Базовый;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-621311;30.08.2019;Миксер многофункциональный;Kitchen&Food;Кухонная;Техника для дома;Самовывоз;Наличные;Мужчина;1039;Базовый;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-621351;22.11.2019;Набор тарелок на 4 персоны, керамические;Хлеб-соль;Кухонные товары;Бытовые товары;Самовывоз;Наличные;Мужчина;2554;Базовый;Йота;город Москва, улица Газопровод, дом 9А;[55.591001279,37.606876613]
2017-621387;06.07.2019;"Средство для чистки ванны ""Белее белого""";БиоДом;Чистящие средства;Бытовая химия;Самовывоз;Наличные;Мужчина;152;Серебряный;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-621387;06.07.2019;Скатерть кухонная темно-синяя ;Ростовская фабрика;Кухонные товары;Бытовые товары;Самовывоз;Наличные;Мужчина;325;Серебряный;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-621394;15.02.2019;Набор тарелок на 4 персоны, керамические;Хлеб-соль;Кухонные товары;Бытовые товары;Доставка;Наличные;Мужчина;2568;Базовый;Тау;город Москва, Флотская улица, дом 25;[55.86161123,37.51313997]
2017-621875;24.11.2019;Выпрямитель для волос;TechBeauty;Техника для красоты и здоровья;Техника для дома;Доставка;Наличные;Женщина;864;Серебряный;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-621915;18.09.2019;Декоративный букет;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Самовывоз;Банковская карта;Мужчина;791;Серебряный;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-621915;18.09.2019;Мультиварка с 40 режимами готовки еды;Разумный дом;Кухонная;Техника для дома;Самовывоз;Банковская карта;Мужчина;3430;Серебряный;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-622043;31.08.2019;Раствор для мытья полов;БиоДом;Моющие средства;Бытовая химия;Доставка;Наличные;Мужчина;142;Серебряный;Альфа;город Москва, Гвардейская улица, дом 15, корпус 2;[55.724743484,37.422065222]
2017-622297;15.11.2019;Лава-лампа;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Самовывоз;Банковская карта;Женщина;2126;Базовый;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-622297;15.11.2019;Выпрямитель для волос;TechBeauty;Техника для красоты и здоровья;Техника для дома;Самовывоз;Банковская карта;Женщина;865;Базовый;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-622418;01.12.2019;Скатерть кухонная темно-синяя ;Ростовская фабрика;Кухонные товары;Бытовые товары;Доставка;Наличные;Женщина;325;Базовый;Сигма;город Москва, улица Демьяна Бедного, дом 8;[55.772185093,37.488024823]
2017-622755;04.06.2019;Фен портативный;TechBeauty;Техника для красоты и здоровья;Техника для дома;Самовывоз;Наличные;Мужчина;532;Серебряный;Эпсилон;город Москва, Ореховый проезд, дом 17, корпус 2;[55.623839092,37.734113107]
2017-622762;06.02.2019;Зубная щетка электрическая;Разумный дом;Техника для красоты и здоровья;Техника для дома;Самовывоз;Наличные;Женщина;766;Базовый;Эта;город Москва, улица Вилиса Лациса, дом 23, корпус 2;[55.862016728,37.422337259]
2017-622777;18.09.2019;Гель для стирки белых вещей;Чистый дом;Моющие средства;Бытовая химия;Самовывоз;Наличные;Мужчина;502;Базовый;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-622777;18.09.2019;Увлажнитель воздуха;Фабрика комфорта;Техника для красоты и здоровья;Техника для дома;Самовывоз;Наличные;Мужчина;5763;Базовый;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-622777;18.09.2019;Зубная щетка электрическая;Разумный дом;Техника для красоты и здоровья;Техника для дома;Самовывоз;Наличные;Мужчина;760;Базовый;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-622901;30.05.2019;Зубной порошок;Кедровый лес;Косметика и здоровье;Бытовые товары;Доставка;Наличные;Мужчина;63;Серебряный;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-622901;30.05.2019;Столовые приборы на 4 персоны;Хлеб-соль;Кухонные товары;Бытовые товары;Доставка;Наличные;Мужчина;3710;Серебряный;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-622959;04.10.2019;Скатерть кухонная темно-синяя ;Ростовская фабрика;Кухонные товары;Бытовые товары;Самовывоз;Банковская карта;Мужчина;327;Базовый;Йота;город Москва, улица Газопровод, дом 9А;[55.591001279,37.606876613]
2017-623080;23.01.2019;Выпрямитель для волос;TechBeauty;Техника для красоты и здоровья;Техника для дома;Самовывоз;Наличные;Мужчина;867;Серебряный;Йота;город Москва, улица Газопровод, дом 9А;[55.591001279,37.606876613]
2017-623080;23.01.2019;Зубная щетка электрическая;Разумный дом;Техника для красоты и здоровья;Техника для дома;Самовывоз;Наличные;Мужчина;763;Серебряный;Йота;город Москва, улица Газопровод, дом 9А;[55.591001279,37.606876613]
2017-623266;07.04.2019;Зубная паста отбеливающая;Кедровый лес;Косметика и здоровье;Бытовые товары;Самовывоз;Наличные;Мужчина;85;Серебряный;Омега;город Москва, улица Новаторов, дом 4, корпус 8;[55.665135883,37.516913389]
2017-623332;02.07.2019;Зубная паста для чувствительных десен;Кедровый лес;Косметика и здоровье;Бытовые товары;Самовывоз;Наличные;Мужчина;109;Базовый;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-623332;02.07.2019;Лава-лампа;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Самовывоз;Наличные;Мужчина;2156;Базовый;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-623332;02.07.2019;Миксер многофункциональный;Kitchen&Food;Кухонная;Техника для дома;Самовывоз;Наличные;Мужчина;1039;Базовый;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-623332;02.07.2019;Миксер многофункциональный;Kitchen&Food;Кухонная;Техника для дома;Самовывоз;Наличные;Мужчина;1041;Базовый;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-623332;02.07.2019;Тостер;Разумный дом;Кухонная;Техника для дома;Самовывоз;Наличные;Мужчина;1042;Базовый;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-623387;16.07.2019;Гель для стирки белых вещей;Чистый дом;Моющие средства;Бытовая химия;Самовывоз;Наличные;Женщина;496;Золотой;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-623387;16.07.2019;Набор тарелок на 4 персоны, керамические;Хлеб-соль;Кухонные товары;Бытовые товары;Самовывоз;Наличные;Женщина;2566;Золотой;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-623387;16.07.2019;Скатерть кухонная темно-синяя ;Ростовская фабрика;Кухонные товары;Бытовые товары;Самовывоз;Наличные;Женщина;326;Золотой;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-623387;16.07.2019;Лава-лампа;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Самовывоз;Наличные;Женщина;2130;Золотой;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-623387;16.07.2019;Увлажнитель воздуха;Фабрика комфорта;Техника для красоты и здоровья;Техника для дома;Самовывоз;Наличные;Женщина;5817;Золотой;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-623651;08.06.2019;Гель для стирки цветных вещей;Чистый дом;Моющие средства;Бытовая химия;Самовывоз;Наличные;Мужчина;487;Базовый;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-623651;08.06.2019;Набор тарелок на 4 персоны, керамические;Хлеб-соль;Кухонные товары;Бытовые товары;Самовывоз;Наличные;Мужчина;2556;Базовый;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
